spatialId,finalId,spatialState,spatialDistrict,nss2010State,nss2010District,Note,distt_id61,NSS2004_state_id,NSS2004_dist_code
3_35_638_0,3_35_638_0,Andaman & Nicobar Islands,Nicobars,A  & N Islands,Nicobars,NA,3502,35.0,02
3_35_639_0,3_35_639_0,Andaman & Nicobar Islands,North  & Middle Andaman,A  & N Islands,North and Middle Andaman,NA,3501,35.0,01
3_35_640_0,3_35_640_0,Andaman & Nicobar Islands,South Andaman,A  & N Islands,South Andaman,NA,NA,NA,NA
3_28_532_0,3_28_532_0,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,NA,2801,28.0,01
3_28_553_0,3_28_553_0,Andhra Pradesh,Anantapur,Andhra Pradesh,Anantapur,NA,2822,28.0,22
3_28_554_0,3_28_554_0,Andhra Pradesh,Chittoor,Andhra Pradesh,Chittoor,NA,2823,28.0,23
3_28_545_0,3_28_545_0,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,NA,2814,28.0,14
3_28_548_0,3_28_548_0,Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,NA,2817,28.0,17
3_28_536_0,3_28_536_0,Andhra Pradesh,Hyderabad,Andhra Pradesh,Hyderabad,NA,2805,28.0,05
3_28_534_0,3_28_534_0,Andhra Pradesh,Karimnagar,Andhra Pradesh,Karimnagar,NA,2803,28.0,03
3_28_541_0,3_28_541_0,Andhra Pradesh,Khammam,Andhra Pradesh,Khammam,NA,2810,28.0,10
3_28_547_0,3_28_547_0,Andhra Pradesh,Krishna,Andhra Pradesh,Krishna,NA,2816,28.0,16
3_28_552_0,3_28_552_0,Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,NA,2821,28.0,21
3_28_538_0,3_28_538_0,Andhra Pradesh,Mahbubnagar,Andhra Pradesh,Mahbubnagar,NA,2807,28.0,07
3_28_535_0,3_28_535_0,Andhra Pradesh,Medak,Andhra Pradesh,Medak,NA,2804,28.0,04
3_28_539_0,3_28_539_0,Andhra Pradesh,Nalgonda,Andhra Pradesh,Nalgonda,NA,2808,28.0,08
3_28_533_0,3_28_533_0,Andhra Pradesh,Nizamabad,Andhra Pradesh,Nizamabad,NA,2802,28.0,02
3_28_549_0,3_28_549_0,Andhra Pradesh,Prakasam,Andhra Pradesh,Prakasam,NA,2818,28.0,18
3_28_537_0,3_28_537_0,Andhra Pradesh,Rangareddy,Andhra Pradesh,Rangareddi,NA,2806,28.0,06
3_28_550_0,3_28_550_0,Andhra Pradesh,Sri Potti Sriramulu Nellore,Andhra Pradesh,Nellore,NA,2819,28.0,19
3_28_542_0,3_28_542_0,Andhra Pradesh,Srikakulam,Andhra Pradesh,Srikakulam,NA,2811,28.0,11
3_28_544_0,3_28_544_0,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,Visakhapatnam,NA,2813,28.0,13
3_28_543_0,3_28_543_0,Andhra Pradesh,Vizianagaram,Andhra Pradesh,Vizianagaram,NA,2812,28.0,12
3_28_540_0,3_28_540_0,Andhra Pradesh,Warangal,Andhra Pradesh,Warangal,NA,2809,28.0,09
3_28_546_0,3_28_546_0,Andhra Pradesh,West Godavari,Andhra Pradesh,West Godavari,NA,2815,28.0,15
3_28_551_0,3_28_551_0,Andhra Pradesh,Y.S.R.,Andhra Pradesh,Cuddapah,NA,2820,28.0,20
3_12_260_0,3_12_259_0,Arunachal Pradesh,Anjaw,NA,NA,2004-02-16: Anjaw district split from Lohit.,NA,NA,NA
3_12_253_0,3_12_253_0,Arunachal Pradesh,Changlang,NA,NA,NA,NA,NA,NA
3_12_251_0,3_12_251_0,Arunachal Pradesh,East Siang,NA,NA,NA,NA,NA,NA
3_12_259_0,3_12_259_0,Arunachal Pradesh,Lohit,NA,NA,2004-02-16: Anjaw district split from Lohit.,NA,NA,NA
3_12_258_0,3_12_257_1,Arunachal Pradesh,Lower Dibang Valley,NA,NA,2001-12-16: Dibang Valley district split into Lower Dibang Valley and Upper Dibang Valley.,NA,NA,NA
3_12_248_0,3_12_248_0,Arunachal Pradesh,Papum Pare,NA,NA,NA,NA,NA,NA
3_12_254_0,3_12_254_0,Arunachal Pradesh,Tirap,NA,NA,NA,NA,NA,NA
3_12_250_0,3_12_250_0,Arunachal Pradesh,West Siang,NA,NA,NA,NA,NA,NA
3_18_324_0,3_18_303_0,Assam,Baksa,Assam,Baksa,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1825,18.0,25
3_18_303_0,3_18_303_0,Assam,Barpeta,Assam,Barpeta,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1805,18.0,05
3_18_319_0,3_18_303_0,Assam,Bongaigaon,Assam,Bongaigaon,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1804,18.0,04
3_18_316_0,3_18_316_0,Assam,Cachar,Assam,Cachar,NA,1821,18.0,21
3_18_320_0,3_18_303_0,Assam,Chirang,Assam,Chirang,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1824,18.0,24
3_18_325_0,3_18_325_0,Assam,Darrang,Assam,Darrang,Udalguri district formed from parts of Darrang and Sonitpur.,1808,18.0,08
3_18_308_0,3_18_308_0,Assam,Dhemaji,Assam,Dhemaji,NA,1813,18.0,13
3_18_301_0,3_18_301_0,Assam,Dhubri,Assam,Dhubri,NA,1802,18.0,02
3_18_310_0,3_18_310_0,Assam,Dibrugarh,Assam,Dibrugarh,NA,1815,18.0,15
3_18_315_0,3_18_315_0,Assam,Dima Hasao,Assam,North Cachar Hills,NA,1820,18.0,20
3_18_302_0,3_18_302_0,Assam,Goalpara,Assam,Goalpara,NA,1803,18.0,03
3_18_313_0,3_18_313_0,Assam,Golaghat,Assam,Golaghat,NA,1818,18.0,18
3_18_318_0,3_18_318_0,Assam,Hailakandi,Assam,Hailakandi,NA,1823,18.0,23
3_18_312_0,3_18_312_0,Assam,Jorhat,Assam,Jorhat,NA,1817,18.0,17
3_18_321_0,3_18_303_0,Assam,Kamrup,Assam,Kamrup rural,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",NA,NA,NA
3_18_322_0,3_18_303_0,Assam,Kamrup Metropolitan,Assam,Kamrup metro,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1826,18.0,26
3_18_314_0,3_18_314_0,Assam,Karbi Anglong,Assam,Karbi Anglong,NA,1819,18.0,19
3_18_317_0,3_18_317_0,Assam,Karimganj,Assam,Karimganj,NA,1822,18.0,22
3_18_300_0,3_18_303_0,Assam,Kokrajhar,Assam,Kokrajhar,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1801,18.0,01
3_18_307_0,3_18_307_0,Assam,Lakhimpur,Assam,Lakhimpur,NA,1812,18.0,12
3_18_304_0,3_18_304_0,Assam,Morigaon,Assam,Marigaon,NA,1809,18.0,09
3_18_305_0,3_18_305_0,Assam,Nagaon,Assam,Nagaon,NA,1810,18.0,10
3_18_323_0,3_18_303_0,Assam,Nalbari,Assam,Nalbari,"Kamrup Metropolitan district split from Kamrup; Baksa district formed from parts of Barpeta, Nalbari, and Kamrup; Chirang district formed from parts of Barpeta, Bongaigaon, and Kokrajhar.",1807,18.0,07
3_18_311_0,3_18_311_0,Assam,Sivasagar,Assam,Sibsagar,NA,1816,18.0,16
3_18_306_0,3_18_325_0,Assam,Sonitpur,Assam,Sonitpur,Udalguri district formed from parts of Darrang and Sonitpur.,1811,18.0,11
3_18_309_0,3_18_309_0,Assam,Tinsukia,Assam,Tinsukia,NA,1814,18.0,14
3_18_326_0,3_18_325_0,Assam,Udalguri,Assam,Udalguri,Udalguri district formed from parts of Darrang and Sonitpur.,NA,NA,NA
3_10_209_0,3_10_209_0,Bihar,Araria,Bihar,Araria,NA,1007,10.0,07
3_10_240_0,3_10_239_0,Bihar,Arwal,Bihar,Arwal,Arwal district split from Jehanabad,NA,NA,NA
3_10_235_0,3_10_235_0,Bihar,Aurangabad,Bihar,Aurangabad,NA,1034,10.0,34
3_10_225_0,3_10_225_0,Bihar,Banka,Bihar,Banka,NA,1023,10.0,23
3_10_222_0,3_10_222_0,Bihar,Begusarai,Bihar,Begusarai,NA,1020,10.0,20
3_10_224_0,3_10_224_0,Bihar,Bhagalpur,Bihar,Bhagalpur,NA,1022,10.0,22
3_10_231_0,3_10_231_0,Bihar,Bhojpur,Bihar,Bhojpur,NA,1029,10.0,29
3_10_232_0,3_10_232_0,Bihar,Buxar,Bihar,Buxar,NA,1030,10.0,30
3_10_215_0,3_10_215_0,Bihar,Darbhanga,Bihar,Darbhanga,NA,1013,10.0,13
3_10_236_0,3_10_236_0,Bihar,Gaya,Bihar,Gaya,NA,1035,10.0,35
3_10_217_0,3_10_217_0,Bihar,Gopalganj,Bihar,Gopalganj,NA,1015,10.0,15
3_10_238_0,3_10_238_0,Bihar,Jamui,Bihar,Jamui,NA,1037,10.0,37
3_10_239_0,3_10_239_0,Bihar,Jehanabad,Bihar,Jehanabad,Arwal district split from Jehanabad,1033,10.0,33
3_10_233_0,3_10_233_0,Bihar,Kaimur (Bhabua),Bihar,Kaimur (Bhabua),NA,1031,10.0,31
3_10_212_0,3_10_212_0,Bihar,Katihar,Bihar,Katihar,NA,1010,10.0,10
3_10_223_0,3_10_223_0,Bihar,Khagaria,Bihar,Khagaria,NA,1021,10.0,21
3_10_210_0,3_10_210_0,Bihar,Kishanganj,Bihar,Kishanganj,NA,1008,10.0,08
3_10_227_0,3_10_227_0,Bihar,Lakhisarai,Bihar,Lakhisarai,NA,1025,10.0,25
3_10_213_0,3_10_213_0,Bihar,Madhepura,Bihar,Madhepura,NA,1011,10.0,11
3_10_207_0,3_10_207_0,Bihar,Madhubani,Bihar,Madhubani,NA,1005,10.0,05
3_10_226_0,3_10_226_0,Bihar,Munger,Bihar,Munger,NA,1024,10.0,24
3_10_216_0,3_10_216_0,Bihar,Muzaffarpur,Bihar,Muzaffarpur,NA,1014,10.0,14
3_10_229_0,3_10_229_0,Bihar,Nalanda,Bihar,Nalanda,NA,1027,10.0,27
3_10_237_0,3_10_237_0,Bihar,Nawada,Bihar,Nawada,NA,1036,10.0,36
3_10_203_0,3_10_203_0,Bihar,Pashchim Champaran,Bihar,Champaran(W),NA,1001,10.0,01
3_10_230_0,3_10_230_0,Bihar,Patna,Bihar,Patna,NA,1028,10.0,28
3_10_204_0,3_10_204_0,Bihar,Purba Champaran,Bihar,Champaran(E),NA,1002,10.0,02
3_10_211_0,3_10_211_0,Bihar,Purnia,Bihar,Purnia,NA,1009,10.0,09
3_10_234_0,3_10_234_0,Bihar,Rohtas,Bihar,Rohtas,NA,1032,10.0,32
3_10_214_0,3_10_214_0,Bihar,Saharsa,Bihar,Saharsa,NA,1012,10.0,12
3_10_221_0,3_10_221_0,Bihar,Samastipur,Bihar,Samastipur,NA,1019,10.0,19
3_10_219_0,3_10_219_0,Bihar,Saran,Bihar,Saran,NA,1017,10.0,17
3_10_228_0,3_10_228_0,Bihar,Sheikhpura,Bihar,Sheikhpura,NA,1026,10.0,26
3_10_205_0,3_10_205_0,Bihar,Sheohar,Bihar,Sheohar,NA,1003,10.0,03
3_10_206_0,3_10_206_0,Bihar,Sitamarhi,Bihar,Sitamarhi,NA,1004,10.0,04
3_10_218_0,3_10_218_0,Bihar,Siwan,Bihar,Siwan,NA,1016,10.0,16
3_10_208_0,3_10_208_0,Bihar,Supaul,Bihar,Supaul,NA,1006,10.0,06
3_10_220_0,3_10_220_0,Bihar,Vaishali,Bihar,Vaishali,NA,1018,10.0,18
3_4_55_0,3_4_55_0,Chandigarh,Chandigarh,Chandigarh,Chandigarh,NA,401,4.0,01
3_22_414_0,3_22_414_0,Chhattisgarh,Bastar,Chhattisgarh,Bastar,Narayanpur district split from Bastar.,2215,22.0,15
3_22_417_0,3_22_416_0,Chhattisgarh,Bijapur,Chhattisgarh,Bijapur,Dantewada district split into Bijapur and Dakshin Bastar Dantewada,NA,NA,NA
3_22_406_0,3_22_406_0,Chhattisgarh,Bilaspur,Chhattisgarh,Bilaspur,NA,2207,22.0,07
3_22_416_0,3_22_416_0,Chhattisgarh,Dakshin Bastar Dantewada,Chhattisgarh,Dantewada,Dantewada district split into Bijapur and Dakshin Bastar Dantewada,2216,22.0,16
3_22_412_0,3_22_412_0,Chhattisgarh,Dhamtari,Chhattisgarh,Dhamtari,NA,2213,22.0,13
3_22_409_0,3_22_409_0,Chhattisgarh,Durg,Chhattisgarh,Durg,NA,2210,22.0,10
3_22_405_0,3_22_405_0,Chhattisgarh,Janjgir - Champa,Chhattisgarh,Janjgir-Champa,NA,2206,22.0,06
3_22_402_0,3_22_402_0,Chhattisgarh,Jashpur,Chhattisgarh,Jashpur,NA,2203,22.0,03
3_22_407_0,3_22_407_0,Chhattisgarh,Kabeerdham,Chhattisgarh,Kawardha,NA,2208,22.0,08
3_22_404_0,3_22_404_0,Chhattisgarh,Korba,Chhattisgarh,Korba,NA,2205,22.0,05
3_22_400_0,3_22_400_0,Chhattisgarh,Koriya,Chhattisgarh,Koriya,NA,2201,22.0,01
3_22_411_0,3_22_411_0,Chhattisgarh,Mahasamund,Chhattisgarh,Mahasamund,NA,2212,22.0,12
3_22_415_0,3_22_414_0,Chhattisgarh,Narayanpur,Chhattisgarh,Narayanpur,Narayanpur district split from Bastar.,NA,NA,NA
3_22_403_0,3_22_403_0,Chhattisgarh,Raigarh,Chhattisgarh,Raigarh,NA,2204,22.0,04
3_22_410_0,3_22_410_0,Chhattisgarh,Raipur,Chhattisgarh,Raipur,NA,2211,22.0,11
3_22_408_0,3_22_408_0,Chhattisgarh,Rajnandgaon,Chhattisgarh,Rajnandgaon,NA,2209,22.0,09
3_22_401_0,3_22_401_0,Chhattisgarh,Surguja,Chhattisgarh,Surguja,NA,2202,22.0,02
3_22_413_0,3_22_413_0,Chhattisgarh,Uttar Bastar Kanker,Chhattisgarh,Kanker,NA,2214,22.0,14
3_26_496_0,3_26_496_0,Dadra & Nagar Haveli,Dadra & Nagar Haveli,D & N Haveli,D & N  Haveli,NA,2601,26.0,01
3_25_495_0,3_25_495_0,Daman & Diu,Daman,Daman & Diu,Daman,NA,2502,25.0,02
3_25_494_0,3_25_494_0,Daman & Diu,Diu,Daman & Diu,Diu,NA,2501,25.0,01
3_30_585_0,3_30_585_0,Goa,North Goa,Goa,North Goa,NA,3001,30.0,01
3_30_586_0,3_30_586_0,Goa,South Goa,Goa,South Goa,NA,3002,30.0,02
3_24_474_0,3_24_474_0,Gujarat,Ahmadabad,Gujarat,Ahmedabad,NA,2407,24.0,07
3_24_480_0,3_24_480_0,Gujarat,Amreli,Gujarat,Amreli,NA,2413,24.0,13
3_24_482_0,3_24_482_0,Gujarat,Anand,Gujarat,Anand,NA,2415,24.0,15
3_24_469_0,3_24_469_0,Gujarat,Banas Kantha,Gujarat,Bans Kantha,NA,2402,24.0,02
3_24_488_0,3_24_488_0,Gujarat,Bharuch,Gujarat,Bharuch,NA,2421,24.0,21
3_24_481_0,3_24_481_0,Gujarat,Bhavnagar,Gujarat,Bhavnagar,NA,2414,24.0,14
3_24_485_0,3_24_485_0,Gujarat,Dohad,Gujarat,Dohad,NA,2418,24.0,18
3_24_473_0,3_24_473_0,Gujarat,Gandhinagar,Gujarat,Gandhinagar,NA,2406,24.0,06
3_24_477_0,3_24_477_0,Gujarat,Jamnagar,Gujarat,Jamnagar,NA,2410,24.0,10
3_24_479_0,3_24_479_0,Gujarat,Junagadh,Gujarat,Junagadh,NA,2412,24.0,12
3_24_468_0,3_24_468_0,Gujarat,Kachchh,Gujarat,Kachchh,NA,2401,24.0,01
3_24_483_0,3_24_483_0,Gujarat,Kheda,Gujarat,Kheda,NA,2416,24.0,16
3_24_471_0,3_24_471_0,Gujarat,Mahesana,Gujarat,Mahesana,NA,2404,24.0,04
3_24_487_0,3_24_487_0,Gujarat,Narmada,Gujarat,Narmada,NA,2420,24.0,20
3_24_490_0,3_24_490_0,Gujarat,Navsari,Gujarat,Navsari,NA,2424,24.0,24
3_24_484_0,3_24_484_0,Gujarat,Panch Mahals,Gujarat,Panch Mahals,NA,2417,24.0,17
3_24_470_0,3_24_470_0,Gujarat,Patan,Gujarat,Patan,NA,2403,24.0,03
3_24_478_0,3_24_478_0,Gujarat,Porbandar,Gujarat,Porbandar,NA,2411,24.0,11
3_24_476_0,3_24_476_0,Gujarat,Rajkot,Gujarat,Rajkot,NA,2409,24.0,09
3_24_472_0,3_24_472_0,Gujarat,Sabar Kantha,Gujarat,Sabar Kantha,NA,2405,24.0,05
3_24_492_0,3_24_492_0,Gujarat,Surat,Gujarat,Surat,Tapi district split from Surat,2422,24.0,22
3_24_475_0,3_24_475_0,Gujarat,Surendranagar,Gujarat,Surendranagar,NA,2408,24.0,08
3_24_493_0,3_24_492_0,Gujarat,Tapi,NA,NA,Tapi district split from Surat,NA,NA,NA
3_24_489_0,3_24_489_0,Gujarat,The Dangs,Gujarat,The Dangs,NA,2423,24.0,23
3_24_486_0,3_24_486_0,Gujarat,Vadodara,Gujarat,Vadodara,NA,2419,24.0,19
3_24_491_0,3_24_491_0,Gujarat,Valsad,Gujarat,Valsad,NA,2425,24.0,25
3_6_70_0,3_6_70_0,Haryana,Ambala,Haryana,Ambala,NA,602,6.0,02
3_6_81_0,3_6_81_0,Haryana,Bhiwani,Haryana,Bhiwani,NA,613,6.0,13
3_6_88_0,3_6_88_0,Haryana,Faridabad,Haryana,Faridabad,Palwal district split from Faridabad,619,6.0,19
3_6_78_0,3_6_78_0,Haryana,Fatehabad,Haryana,Fatehabad,NA,610,6.0,10
3_6_86_0,3_6_86_0,Haryana,Gurgaon,Haryana,Gurgaon,Mewat district split from Gurgaon,618,6.0,18
3_6_80_0,3_6_80_0,Haryana,Hisar,Haryana,Hisar,NA,612,6.0,12
3_6_83_0,3_6_83_0,Haryana,Jhajjar,Haryana,Jhajjar,NA,615,6.0,15
3_6_77_0,3_6_77_0,Haryana,Jind,Haryana,Jind,NA,609,6.0,09
3_6_73_0,3_6_73_0,Haryana,Kaithal,Haryana,Kaithal,NA,605,6.0,05
3_6_74_0,3_6_74_0,Haryana,Karnal,Haryana,Karnal,NA,606,6.0,06
3_6_72_0,3_6_72_0,Haryana,Kurukshetra,Haryana,Kurukshetra,NA,604,6.0,04
3_6_84_0,3_6_84_0,Haryana,Mahendragarh,Haryana,Mahendragarh,NA,616,6.0,16
3_6_87_0,3_6_86_0,Haryana,Mewat,Haryana,Mewat,Mewat district split from Gurgaon,NA,NA,NA
3_6_89_0,3_6_88_0,Haryana,Palwal,NA,NA,Palwal district split from Faridabad,NA,NA,NA
3_6_69_0,3_6_69_0,Haryana,Panchkula,Haryana,Panchkula,NA,601,6.0,01
3_6_75_0,3_6_75_0,Haryana,Panipat,Haryana,Panipat,NA,607,6.0,07
3_6_85_0,3_6_85_0,Haryana,Rewari,Haryana,Rewari,NA,617,6.0,17
3_6_82_0,3_6_82_0,Haryana,Rohtak,Haryana,Rohtak,NA,614,6.0,14
3_6_79_0,3_6_79_0,Haryana,Sirsa,Haryana,Sirsa,NA,611,6.0,11
3_6_76_0,3_6_76_0,Haryana,Sonipat,Haryana,Sonipat,NA,608,6.0,08
3_6_71_0,3_6_71_0,Haryana,Yamunanagar,Haryana,Yamunanagar,NA,603,6.0,03
3_2_30_0,3_2_30_0,Himachal Pradesh,Bilaspur,Himachal Pradesh,Bilaspur,NA,208,2.0,08
3_2_23_0,3_2_23_0,Himachal Pradesh,Chamba,Himachal Pradesh,Chamba,NA,201,2.0,01
3_2_28_0,3_2_28_0,Himachal Pradesh,Hamirpur,Himachal Pradesh,Hamirpur,NA,206,2.0,06
3_2_24_0,3_2_24_0,Himachal Pradesh,Kangra,Himachal Pradesh,Kangra,NA,202,2.0,02
3_2_34_0,3_2_34_0,Himachal Pradesh,Kinnaur,Himachal Pradesh,Kinnaur,NA,212,2.0,12
3_2_26_0,3_2_26_0,Himachal Pradesh,Kullu,Himachal Pradesh,Kullu,NA,204,2.0,04
3_2_25_0,3_2_25_0,Himachal Pradesh,Lahul & Spiti,Himachal Pradesh,Lahul & Spiti,NA,203,2.0,03
3_2_27_0,3_2_27_0,Himachal Pradesh,Mandi,Himachal Pradesh,Mandi,NA,205,2.0,05
3_2_33_0,3_2_33_0,Himachal Pradesh,Shimla,Himachal Pradesh,Shimla,NA,211,2.0,11
3_2_32_0,3_2_32_0,Himachal Pradesh,Sirmaur,Himachal Pradesh,Sirmaur,NA,210,2.0,10
3_2_31_0,3_2_31_0,Himachal Pradesh,Solan,Himachal Pradesh,Solan,NA,209,2.0,09
3_2_29_0,3_2_29_0,Himachal Pradesh,Una,Himachal Pradesh,Una,NA,207,2.0,07
3_12_260_1,3_12_260_1,India/China  1,Anjaw,NA,NA,NA,NA,NA,NA
3_12_257_1,3_12_257_1,India/China  1,Dibang Valley,NA,NA,2001-12-16: Dibang Valley district split into Lower Dibang Valley and Upper Dibang Valley.,NA,NA,NA
3_12_247_1,3_12_247_1,India/China  1,East Kameng,NA,NA,NA,NA,NA,NA
3_12_251_1,3_12_251_1,India/China  1,East Siang,NA,NA,NA,NA,NA,NA
3_12_256_1,3_12_255_1,India/China  1,Kurung Kumey,NA,NA,2000-04-01: Kurung Kumey district split from Lower Subansiri.,NA,NA,NA
3_12_259_1,3_12_259_1,India/China  1,Lohit,NA,NA,NA,NA,NA,NA
3_12_258_1,3_12_257_1,India/China  1,Lower Dibang Valley,NA,NA,2001-12-16: Dibang Valley district split into Lower Dibang Valley and Upper Dibang Valley.,NA,NA,NA
3_12_255_1,3_12_255_1,India/China  1,Lower Subansiri,NA,NA,2000-04-01: Kurung Kumey district split from Lower Subansiri.,NA,NA,NA
3_12_248_1,3_12_248_1,India/China  1,Papum Pare,NA,NA,NA,NA,NA,NA
3_12_245_1,3_12_245_1,India/China  1,Tawang,NA,NA,NA,NA,NA,NA
3_12_252_1,3_12_252_1,India/China  1,Upper Siang,NA,NA,NA,NA,NA,NA
3_12_249_1,3_12_249_1,India/China  1,Upper Subansiri,NA,NA,NA,NA,NA,NA
3_12_246_1,3_12_246_1,India/China  1,West Kameng,NA,NA,NA,NA,NA,NA
3_12_250_1,3_12_250_1,India/China  1,West Siang,NA,NA,NA,NA,NA,NA
3_1_3_1,3_1_3_1,India/China  2,Leh(Ladakh),NA,NA,NA,NA,NA,NA
3_1_14_0,3_1_14_0,Jammu and Kashmir,Anantnag,Jammu  & Kashmir,Anantnag,Kulgam district split from Anantnag,106,1.0,06
3_1_2_0,3_1_2_0,Jammu and Kashmir,Badgam,Jammu  & Kashmir,Badgam,NA,104,1.0,04
3_1_9_0,3_1_8_0,Jammu and Kashmir,Bandipore,NA,NA,Bandipore district split from Baramula,NA,NA,NA
3_1_8_0,3_1_8_0,Jammu and Kashmir,Baramula,Jammu  & Kashmir,Baramula,Bandipore district split from Baramula,102,1.0,02
3_1_16_0,3_1_16_0,Jammu and Kashmir,Doda,Jammu  & Kashmir,Doda,Kishtwar district split from Doda,109,1.0,09
3_1_11_0,3_1_10_0,Jammu and Kashmir,Ganderbal,NA,NA,Ganderbal district split from Srinagar,NA,NA,NA
3_1_21_0,3_1_21_0,Jammu and Kashmir,Jammu,Jammu  & Kashmir,Jammu,Samba district formed from parts of Jammu and Kathua,113,1.0,13
3_1_4_0,3_1_4_0,Jammu and Kashmir,Kargil,Jammu  & Kashmir,Kargil,NA,108,1.0,08
