spatialId,finalId,spatialState,spatialDistrict,nss2010State,nss2010District,Note,distt_id61,NSS2004_state_id,NSS2004_dist_code
3_1_7_0,3_1_21_0,Jammu and Kashmir,Kathua,Jammu  & Kashmir,Kathua,Samba district formed from parts of Jammu and Kathua,114,1.0,14
3_1_18_0,3_1_16_0,Jammu and Kashmir,Kishtwar,NA,NA,Kishtwar district split from Doda,NA,NA,NA
3_1_15_0,3_1_14_0,Jammu and Kashmir,Kulgam,NA,NA,Kulgam district split from Anantnag,NA,NA,NA
3_1_1_0,3_1_1_0,Jammu and Kashmir,Kupwara,Jammu  & Kashmir,Kupwara,NA,101,1.0,01
3_1_3_0,3_1_3_0,Jammu and Kashmir,Leh(Ladakh),Jammu  & Kashmir,Leh (Ladakh),NA,107,1.0,07
3_1_12_0,3_1_12_0,Jammu and Kashmir,Pulwama,Jammu  & Kashmir,Pulwama,Shupiyan district split from Pulwama,105,1.0,05
3_1_5_0,3_1_5_0,Jammu and Kashmir,Punch,Jammu  & Kashmir,Punch,NA,111,1.0,11
3_1_6_0,3_1_6_0,Jammu and Kashmir,Rajouri,Jammu  & Kashmir,Rajauri,NA,112,1.0,12
3_1_17_0,3_1_17_0,Jammu and Kashmir,Ramban,NA,NA,NA,NA,NA,NA
3_1_20_0,3_1_20_0,Jammu and Kashmir,Reasi,NA,NA,NA,NA,NA,NA
3_1_22_0,3_1_21_0,Jammu and Kashmir,Samba,NA,NA,Samba district formed from parts of Jammu and Kathua,NA,NA,NA
3_1_13_0,3_1_12_0,Jammu and Kashmir,Shupiyan,NA,NA,Shupiyan district split from Pulwama,NA,NA,NA
3_1_10_0,3_1_10_0,Jammu and Kashmir,Srinagar,Jammu  & Kashmir,Srinagar,Ganderbal district split from Srinagar,103,1.0,03
3_1_19_0,3_1_19_0,Jammu and Kashmir,Udhampur,Jammu  & Kashmir,Udhampur,NA,110,1.0,10
3_20_355_0,3_20_355_0,Jharkhand,Bokaro,Jharkhand,Bokaro,NA,2013,20.0,13
3_20_347_0,3_20_347_0,Jharkhand,Chatra,Jharkhand,Chatra,NA,2003,20.0,03
3_20_350_0,3_20_350_0,Jharkhand,Deoghar,Jharkhand,Deoghar,NA,2007,20.0,07
3_20_354_0,3_20_354_0,Jharkhand,Dhanbad,Jharkhand,Dhanbad,NA,2012,20.0,12
3_20_362_0,3_20_362_0,Jharkhand,Dumka,Jharkhand,Dumka,Jamtara district split from Dumka,2011,20.0,11
3_20_346_0,3_20_346_0,Jharkhand,Garhwa,Jharkhand,Garhwa,NA,2001,20.0,01
3_20_349_0,3_20_349_0,Jharkhand,Giridih,Jharkhand,Giridih,NA,2006,20.0,06
3_20_351_0,3_20_351_0,Jharkhand,Godda,Jharkhand,Godda,NA,2008,20.0,08
3_20_366_0,3_20_366_0,Jharkhand,Gumla,Jharkhand,Gumla,Simdega district split from Gumla,2016,20.0,16
3_20_360_0,3_20_360_0,Jharkhand,Hazaribagh,Jharkhand,Hazaribag,Ramgarh district split from Hazaribagh,2004,20.0,04
3_20_363_0,3_20_362_0,Jharkhand,Jamtara,Jharkhand,Jamtara,Jamtara district split from Dumka,NA,NA,NA
3_20_365_0,3_20_364_0,Jharkhand,Khunti,NA,NA,Khunti district split from Ranchi;,NA,NA,NA
3_20_348_0,3_20_348_0,Jharkhand,Kodarma,Jharkhand,Kodarma,NA,2005,20.0,05
3_20_359_0,3_20_359_0,Jharkhand,Latehar,Jharkhand,Latehar,Latehar district split from Palamu,NA,NA,NA
3_20_356_0,3_20_356_0,Jharkhand,Lohardaga,Jharkhand,Lohardaga,NA,2015,20.0,15
3_20_353_0,3_20_353_0,Jharkhand,Pakur,Jharkhand,Pakaur,NA,2010,20.0,10
3_20_358_0,3_20_359_0,Jharkhand,Palamu,Jharkhand,Palamu,Latehar district split from Palamu,2002,20.0,02
3_20_368_0,3_20_368_0,Jharkhand,Pashchimi Singhbhum,Jharkhand,Singhbhum(W),Seraikela district split from Pashchim Singhbhum,2017,20.0,17
3_20_357_0,3_20_357_0,Jharkhand,Purbi Singhbhum,Jharkhand,Singhbhum (E),NA,2018,20.0,18
3_20_361_0,3_20_360_0,Jharkhand,Ramgarh,NA,NA,Ramgarh district split from Hazaribagh,NA,NA,NA
3_20_364_0,3_20_364_0,Jharkhand,Ranchi,Jharkhand,Ranchi,Khunti district split from Ranchi;,2014,20.0,14
3_20_352_0,3_20_352_0,Jharkhand,Sahibganj,Jharkhand,Sahibganj,NA,2009,20.0,09
3_20_369_0,3_20_368_0,Jharkhand,Saraikela-Kharsawan,Jharkhand,Saraikela,Seraikela district split from Pashchim Singhbhum,NA,NA,NA
3_20_367_0,3_20_366_0,Jharkhand,Simdega,Jharkhand,Simdega,Simdega district split from Gumla,NA,NA,NA
3_29_556_0,3_29_556_0,Karnataka,Bagalkot,Karnataka,Bagalkot,NA,2902,29.0,02
3_29_572_0,3_29_572_0,Karnataka,Bangalore,Karnataka,Bangalore,NA,2920,29.0,20
3_29_583_0,3_29_583_0,Karnataka,Bangalore Rural,Karnataka,Bangalore (Rural),Ramanagara district split from Bangalore Rural,2921,29.0,21
3_29_555_0,3_29_555_0,Karnataka,Belgaum,Karnataka,Belgaum,NA,2901,29.0,01
3_29_565_0,3_29_565_0,Karnataka,Bellary,Karnataka,Bellary,NA,2912,29.0,12
3_29_558_0,3_29_558_0,Karnataka,Bidar,Karnataka,Bidar,NA,2905,29.0,05
3_29_557_0,3_29_557_0,Karnataka,Bijapur,Karnataka,Bijapur,NA,2903,29.0,03
3_29_578_0,3_29_578_0,Karnataka,Chamarajanagar,Karnataka,Chamarajanagar,NA,2927,29.0,27
3_29_582_0,3_29_581_0,Karnataka,Chikkaballapura,Karnataka,Chikkaballapura,Chikkaballapur district split from Kolar,NA,NA,NA
3_29_570_0,3_29_570_0,Karnataka,Chikmagalur,Karnataka,Chikmagalur,NA,2917,29.0,17
3_29_566_0,3_29_566_0,Karnataka,Chitradurga,Karnataka,Chitradurga,NA,2913,29.0,13
3_29_575_0,3_29_575_0,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,NA,2924,29.0,24
3_29_567_0,3_29_567_0,Karnataka,Davanagere,Karnataka,Davanagere,NA,2914,29.0,14
3_29_562_0,3_29_562_0,Karnataka,Dharwad,Karnataka,Dharwad,NA,2909,29.0,09
3_29_561_0,3_29_561_0,Karnataka,Gadag,Karnataka,Gadag,NA,2908,29.0,08
3_29_579_0,3_29_579_0,Karnataka,Gulbarga,Karnataka,Gulbarga,Yadgir district split from Gulbarga,2904,29.0,04
3_29_574_0,3_29_574_0,Karnataka,Hassan,Karnataka,Hassan,NA,2923,29.0,23
3_29_564_0,3_29_564_0,Karnataka,Haveri,Karnataka,Haveri,NA,2911,29.0,11
3_29_576_0,3_29_576_0,Karnataka,Kodagu,Karnataka,Kodagu,NA,2925,29.0,25
3_29_581_0,3_29_581_0,Karnataka,Kolar,Karnataka,Kolar,Chikkaballapur district split from Kolar,2919,29.0,19
3_29_560_0,3_29_560_0,Karnataka,Koppal,Karnataka,Koppal,NA,2907,29.0,07
3_29_573_0,3_29_573_0,Karnataka,Mandya,Karnataka,Mandya,NA,2922,29.0,22
3_29_577_0,3_29_577_0,Karnataka,Mysore,Karnataka,Mysore,NA,2926,29.0,26
3_29_559_0,3_29_559_0,Karnataka,Raichur,Karnataka,Raichur,NA,2906,29.0,06
3_29_584_0,3_29_583_0,Karnataka,Ramanagara,Karnataka,Ramanagara,Ramanagara district split from Bangalore Rural,NA,NA,NA
3_29_568_0,3_29_568_0,Karnataka,Shimoga,Karnataka,Shimoga,NA,2915,29.0,15
3_29_571_0,3_29_571_0,Karnataka,Tumkur,Karnataka,Tumkur,NA,2918,29.0,18
3_29_569_0,3_29_569_0,Karnataka,Udupi,Karnataka,Udupi,NA,2916,29.0,16
3_29_563_0,3_29_563_0,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,NA,2910,29.0,10
3_29_580_0,3_29_579_0,Karnataka,Yadgir,NA,NA,Yadgir district split from Gulbarga,NA,NA,NA
3_32_598_0,3_32_598_0,Kerala,Alappuzha,Kerala,Alappuzha,NA,3211,32.0,11
3_32_595_0,3_32_595_0,Kerala,Ernakulam,Kerala,Ernakulam,NA,3208,32.0,08
3_32_596_0,3_32_596_0,Kerala,Idukki,Kerala,Idukki,NA,3209,32.0,09
3_32_589_0,3_32_589_0,Kerala,Kannur,Kerala,Kannur,NA,3202,32.0,02
3_32_588_0,3_32_588_0,Kerala,Kasaragod,Kerala,Kasaragod,NA,3201,32.0,01
3_32_600_0,3_32_600_0,Kerala,Kollam,Kerala,Kollam,NA,3213,32.0,13
3_32_597_0,3_32_597_0,Kerala,Kottayam,Kerala,Kottayam,NA,3210,32.0,10
3_32_591_0,3_32_591_0,Kerala,Kozhikode,Kerala,Kozhikode,NA,3204,32.0,04
3_32_592_0,3_32_592_0,Kerala,Malappuram,Kerala,Malappuram,NA,3205,32.0,05
3_32_593_0,3_32_593_0,Kerala,Palakkad,Kerala,Palakkad,NA,3206,32.0,06
3_32_599_0,3_32_599_0,Kerala,Pathanamthitta,Kerala,Pathanamthitta,NA,3212,32.0,12
3_32_601_0,3_32_601_0,Kerala,Thiruvananthapuram,Kerala,Thiruvanantha- puram,NA,3214,32.0,14
3_32_594_0,3_32_594_0,Kerala,Thrissur,Kerala,Thrissur,NA,3207,32.0,07
3_32_590_0,3_32_590_0,Kerala,Wayanad,Kerala,Wayanad,NA,3203,32.0,03
3_31_587_0,3_31_587_0,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,NA,3101,31.0,01
3_23_465_0,3_23_464_0,Madhya Pradesh,Alirajpur,NA,NA,Alirajpur district split from Jhabua,NA,NA,NA
3_23_461_0,3_23_460_0,Madhya Pradesh,Anuppur,Madhya Pradesh,Anuppur,Anuppur district split from Shahdol,NA,NA,NA
3_23_459_0,3_23_458_0,Madhya Pradesh,Ashoknagar,Madhya Pradesh,Ashoknagar,Ashoknagar district split from Guna,NA,NA,NA
3_23_457_0,3_23_457_0,Madhya Pradesh,Balaghat,Madhya Pradesh,Balaghat,NA,2345,23.0,45
3_23_441_0,3_23_441_0,Madhya Pradesh,Barwani,Madhya Pradesh,(Khargoan) Barwani,NA,NA,NA,NA
3_23_447_0,3_23_447_0,Madhya Pradesh,Betul,Madhya Pradesh,Betul,NA,2335,23.0,35
3_23_420_0,3_23_420_0,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,NA,2303,23.0,03
3_23_444_0,3_23_444_0,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,NA,2332,23.0,32
3_23_467_0,3_23_466_0,Madhya Pradesh,Burhanpur,Madhya Pradesh,(Khandwa) Burhampur,Burhanpur district split from Khandwa (East Nimar),NA,NA,NA
3_23_425_0,3_23_425_0,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,NA,2309,23.0,09
3_23_455_0,3_23_455_0,Madhya Pradesh,Chhindwara,Madhya Pradesh,Chhindwara,NA,2343,23.0,43
3_23_428_0,3_23_428_0,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,NA,2312,23.0,12
3_23_422_0,3_23_422_0,Madhya Pradesh,Datia,Madhya Pradesh,Datia,NA,2305,23.0,05
3_23_437_0,3_23_437_0,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,NA,2323,23.0,23
3_23_438_0,3_23_438_0,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,NA,2325,23.0,25
3_23_453_0,3_23_453_0,Madhya Pradesh,Dindori,Madhya Pradesh,Dindori,NA,2341,23.0,41
3_23_458_0,3_23_458_0,Madhya Pradesh,Guna,Madhya Pradesh,Guna,Ashoknagar district split from Guna,2307,23.0,07
3_23_421_0,3_23_421_0,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,NA,2304,23.0,04
3_23_448_0,3_23_448_0,Madhya Pradesh,Harda,Madhya Pradesh,Harda,NA,2336,23.0,36
3_23_449_0,3_23_449_0,Madhya Pradesh,Hoshangabad,Madhya Pradesh,Hoshangabad,NA,2337,23.0,37
3_23_439_0,3_23_439_0,Madhya Pradesh,Indore,Madhya Pradesh,Indore,NA,2326,23.0,26
3_23_451_0,3_23_451_0,Madhya Pradesh,Jabalpur,Madhya Pradesh,Jabalpur,NA,2339,23.0,39
3_23_464_0,3_23_464_0,Madhya Pradesh,Jhabua,Madhya Pradesh,Jhabua,Alirajpur district split from Jhabua,2324,23.0,24
3_23_450_0,3_23_450_0,Madhya Pradesh,Katni,Madhya Pradesh,Katni,NA,2338,23.0,38
3_23_466_0,3_23_466_0,Madhya Pradesh,Khandwa (East Nimar),Madhya Pradesh,E. Nimar,Burhanpur district split from Khandwa (East Nimar),2329,23.0,29
3_23_440_0,3_23_440_0,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,W. Nimar,NA,2327,23.0,27
3_23_454_0,3_23_454_0,Madhya Pradesh,Mandla,Madhya Pradesh,Mandla,NA,2342,23.0,42
3_23_433_0,3_23_433_0,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,NA,2319,23.0,19
3_23_419_0,3_23_419_0,Madhya Pradesh,Morena,Madhya Pradesh,Morena,NA,2302,23.0,02
3_23_452_0,3_23_452_0,Madhya Pradesh,Narsimhapur,Madhya Pradesh,Narsimhapur,NA,2340,23.0,40
3_23_432_0,3_23_432_0,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch,NA,2318,23.0,18
3_23_426_0,3_23_426_0,Madhya Pradesh,Panna,Madhya Pradesh,Panna,NA,2310,23.0,10
3_23_446_0,3_23_446_0,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,NA,2334,23.0,34
3_23_442_0,3_23_442_0,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,NA,2330,23.0,30
3_23_434_0,3_23_434_0,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,NA,2320,23.0,20
3_23_430_0,3_23_430_0,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,NA,2314,23.0,14
3_23_427_0,3_23_427_0,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,NA,2311,23.0,11
3_23_429_0,3_23_429_0,Madhya Pradesh,Satna,Madhya Pradesh,Satna,NA,2313,23.0,13
3_23_445_0,3_23_445_0,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,NA,2333,23.0,33
3_23_456_0,3_23_456_0,Madhya Pradesh,Seoni,Madhya Pradesh,Seoni,NA,2344,23.0,44
3_23_460_0,3_23_460_0,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Anuppur district split from Shahdol,2316,23.0,16
3_23_436_0,3_23_436_0,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,NA,2322,23.0,22
3_23_418_0,3_23_418_0,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,NA,2301,23.0,01
3_23_423_0,3_23_423_0,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,NA,2306,23.0,06
3_23_462_0,3_23_462_0,Madhya Pradesh,Sidhi,Madhya Pradesh,Sidhi,Singrauli district split from Sidhi,2317,23.0,17
3_23_463_0,3_23_462_0,Madhya Pradesh,Singrauli,NA,NA,Singrauli district split from Sidhi,NA,NA,NA
3_23_424_0,3_23_424_0,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,NA,2308,23.0,08
3_23_435_0,3_23_435_0,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,NA,2321,23.0,21
3_23_431_0,3_23_431_0,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,NA,2315,23.0,15
3_23_443_0,3_23_443_0,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,NA,2331,23.0,31
3_27_522_0,3_27_522_0,Maharashtra,Ahmadnagar,Maharashtra,Ahmadnagar,NA,2726,27.0,26
3_27_501_0,3_27_501_0,Maharashtra,Akola,Maharashtra,Akola,NA,2705,27.0,05
3_27_503_0,3_27_503_0,Maharashtra,Amravati,Maharashtra,Amravati,NA,2707,27.0,07
3_27_515_0,3_27_515_0,Maharashtra,Aurangabad,Maharashtra,Aurangabad,NA,2719,27.0,19
3_27_506_0,3_27_506_0,Maharashtra,Bhandara,Maharashtra,Bhandara,NA,2710,27.0,10
3_27_523_0,3_27_523_0,Maharashtra,Bid,Maharashtra,Bid,NA,2727,27.0,27
3_27_500_0,3_27_500_0,Maharashtra,Buldana,Maharashtra,Buldana,NA,2704,27.0,04
3_27_509_0,3_27_509_0,Maharashtra,Chandrapur,Maharashtra,Chandrapur,NA,2713,27.0,13
3_27_498_0,3_27_498_0,Maharashtra,Dhule,Maharashtra,Dhule,NA,2702,27.0,02
3_27_508_0,3_27_508_0,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,NA,2712,27.0,12
3_27_507_0,3_27_507_0,Maharashtra,Gondiya,Maharashtra,Gondiya,NA,2711,27.0,11
3_27_512_0,3_27_512_0,Maharashtra,Hingoli,Maharashtra,Hingoli,NA,2716,27.0,16
3_27_499_0,3_27_499_0,Maharashtra,Jalgaon,Maharashtra,Jalgaon,NA,2703,27.0,03
3_27_514_0,3_27_514_0,Maharashtra,Jalna,Maharashtra,Jalna,NA,2718,27.0,18
3_27_530_0,3_27_530_0,Maharashtra,Kolhapur,Maharashtra,Kolhapur,NA,2734,27.0,34
3_27_524_0,3_27_524_0,Maharashtra,Latur,Maharashtra,Latur,NA,2728,27.0,28
3_27_519_0,3_27_519_0,Maharashtra,Mumbai,Maharashtra,Mumbai,NA,2723,27.0,23
3_27_518_0,3_27_518_0,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,NA,2722,27.0,22
3_27_505_0,3_27_505_0,Maharashtra,Nagpur,Maharashtra,Nagpur,NA,2709,27.0,09
3_27_511_0,3_27_511_0,Maharashtra,Nanded,Maharashtra,Nanded,NA,2715,27.0,15
3_27_497_0,3_27_497_0,Maharashtra,Nandurbar,Maharashtra,Nandurbar,NA,2701,27.0,01
3_27_516_0,3_27_516_0,Maharashtra,Nashik,Maharashtra,Nashik,NA,2720,27.0,20
3_27_525_0,3_27_525_0,Maharashtra,Osmanabad,Maharashtra,Osmanabad,NA,2729,27.0,29
3_27_513_0,3_27_513_0,Maharashtra,Parbhani,Maharashtra,Parbhani,NA,2717,27.0,17
3_27_521_0,3_27_521_0,Maharashtra,Pune,Maharashtra,Pune,NA,2725,27.0,25
3_27_520_0,3_27_520_0,Maharashtra,Raigarh,Maharashtra,Raigarh,NA,2724,27.0,24
3_27_528_0,3_27_528_0,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,NA,2732,27.0,32
3_27_531_0,3_27_531_0,Maharashtra,Sangli,Maharashtra,Sangli,NA,2735,27.0,35
3_27_527_0,3_27_527_0,Maharashtra,Satara,Maharashtra,Satara,NA,2731,27.0,31
3_27_529_0,3_27_529_0,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,NA,2733,27.0,33
3_27_526_0,3_27_526_0,Maharashtra,Solapur,Maharashtra,Solapur,NA,2730,27.0,30
3_27_517_0,3_27_517_0,Maharashtra,Thane,Maharashtra,Thane,NA,2721,27.0,21
3_27_504_0,3_27_504_0,Maharashtra,Wardha,Maharashtra,Wardha,NA,2708,27.0,08
3_27_502_0,3_27_502_0,Maharashtra,Washim,Maharashtra,Washim,NA,2706,27.0,06
3_27_510_0,3_27_510_0,Maharashtra,Yavatmal,Maharashtra,Yavatmal,NA,2714,27.0,14
3_14_275_0,3_14_275_0,Manipur,Bishnupur,Manipur,Bishnupur,NA,1404,14.0,04
3_14_280_0,3_14_280_0,Manipur,Chandel,Manipur,Chandel,NA,1409,14.0,09
3_14_274_0,3_14_274_0,Manipur,Churachandpur,Manipur,Churachandpur,NA,1403,14.0,03
3_14_278_0,3_14_278_0,Manipur,Imphal East,Manipur,Imphal East,NA,1407,14.0,07
3_14_277_0,3_14_277_0,Manipur,Imphal West,Manipur,Imphal West,NA,1406,14.0,06
3_14_272_0,3_14_272_0,Manipur,Senapati,Manipur,Senapati,NA,1401,14.0,01
3_14_273_0,3_14_273_0,Manipur,Tamenglong,Manipur,Tamenglong,NA,1402,14.0,02
3_14_276_0,3_14_276_0,Manipur,Thoubal,Manipur,Thoubal,NA,1405,14.0,05
3_14_279_0,3_14_279_0,Manipur,Ukhrul,Manipur,Ukhrul,NA,1408,14.0,08
3_17_294_0,3_17_294_0,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,NA,1702,17.0,02
3_17_298_0,3_17_298_0,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,NA,1706,17.0,06
3_17_299_0,3_17_299_0,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,NA,1707,17.0,07
3_17_297_0,3_17_297_0,Meghalaya,Ribhoi,Meghalaya,Ri Bhoi,NA,1705,17.0,05
3_17_295_0,3_17_295_0,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,NA,1703,17.0,03
3_17_293_0,3_17_293_0,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,NA,1701,17.0,01
3_17_296_0,3_17_296_0,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,NA,1704,17.0,04
3_15_283_0,3_15_283_0,Mizoram,Aizawl,NA,NA,NA,NA,NA,NA
3_15_284_0,3_15_284_0,Mizoram,Champhai,NA,NA,NA,NA,NA,NA
3_15_282_0,3_15_282_0,Mizoram,Kolasib,NA,NA,NA,NA,NA,NA
3_15_287_0,3_15_287_0,Mizoram,Lawngtlai,NA,NA,NA,NA,NA,NA
3_15_286_0,3_15_286_0,Mizoram,Lunglei,NA,NA,NA,NA,NA,NA
3_15_281_0,3_15_281_0,Mizoram,Mamit,NA,NA,NA,NA,NA,NA
3_15_288_0,3_15_288_0,Mizoram,Saiha,NA,NA,NA,NA,NA,NA
3_15_285_0,3_15_285_0,Mizoram,Serchhip,NA,NA,NA,NA,NA,NA
3_13_265_0,3_13_265_0,Nagaland,Dimapur,Nagaland,Dimapur,NA,1306,13.0,06
3_13_269_0,3_13_267_0,Nagaland,Kiphire,Nagaland,Kiphire,Kiphire and Longleng districts split from Tuensang,NA,NA,NA
3_13_270_0,3_13_270_0,Nagaland,Kohima,Nagaland,Kohima,Peren district split from Kohima,1307,13.0,07
3_13_268_0,3_13_267_0,Nagaland,Longleng,Nagaland,Longleng,Kiphire and Longleng districts split from Tuensang,NA,NA,NA
3_13_262_0,3_13_262_0,Nagaland,Mokokchung,Nagaland,Mokokchung,NA,1303,13.0,03
3_13_261_0,3_13_261_0,Nagaland,Mon,Nagaland,Mon,NA,1301,13.0,01
3_13_271_0,3_13_270_0,Nagaland,Peren,Nagaland,Peren,Peren district split from Kohima,NA,NA,NA
3_13_266_0,3_13_266_0,Nagaland,Phek,Nagaland,Phek,NA,1308,13.0,08
3_13_267_0,3_13_267_0,Nagaland,Tuensang,Nagaland,Tuensang,Kiphire and Longleng districts split from Tuensang,1302,13.0,02
3_13_264_0,3_13_264_0,Nagaland,Wokha,Nagaland,Wokha,NA,1305,13.0,05
3_13_263_0,3_13_263_0,Nagaland,Zunheboto,Nagaland,Zunheboto,NA,1304,13.0,04
3_7_95_0,3_7_95_0,NCT Of Delhi,Central,Delhi,Central,NA,706,7.0,06
3_7_93_0,3_7_93_0,NCT Of Delhi,East,Delhi,East,NA,704,7.0,04
3_7_94_0,3_7_94_0,NCT Of Delhi,New Delhi,Delhi,New Delhi,NA,705,7.0,05
3_7_91_0,3_7_91_0,NCT Of Delhi,North,Delhi,North,NA,702,7.0,02
3_7_92_0,3_7_92_0,NCT Of Delhi,North East,Delhi,North East,NA,703,7.0,03
3_7_90_0,3_7_90_0,NCT Of Delhi,North West,Delhi,North West,NA,701,7.0,01
3_7_98_0,3_7_98_0,NCT Of Delhi,South,Delhi,South,NA,709,7.0,09
3_7_97_0,3_7_97_0,NCT Of Delhi,South West,Delhi,South West,NA,708,7.0,08
3_7_96_0,3_7_96_0,NCT Of Delhi,West,Delhi,West,NA,707,7.0,07
3_21_384_0,3_21_384_0,Odisha,Anugul,Orissa,Anugul,NA,2115,21.0,15
3_21_393_0,3_21_393_0,Odisha,Balangir,Orissa,Balangir,NA,2124,21.0,24
3_21_377_0,3_21_377_0,Odisha,Baleshwar,Orissa,Baleshwar,NA,2108,21.0,08
3_21_370_0,3_21_370_0,Odisha,Bargarh,Orissa,Bargarh,NA,2101,21.0,01
3_21_391_0,3_21_391_0,Odisha,Baudh,Orissa,Baudh,NA,2122,21.0,22
3_21_378_0,3_21_378_0,Odisha,Bhadrak,Orissa,Bhadrak,NA,2109,21.0,09
3_21_381_0,3_21_381_0,Odisha,Cuttack,Orissa,Cuttack,NA,2112,21.0,12
